,th1,th2,th3,gamma,C_plus
0,-2.016810725953591,3.5563334578334267,-0.5491130655090783,0.8802214532656532,4.0
1,-3.06455938696049,2.166024255693804,3.2595624549467104,1.9953808165289286,-7.50964299789997e-17
2,-3.920977335845237,-3.0245254552350804,2.686618819912068,0.5063216496822034,-5.0248346530065976e-17
3,5.729394980512739,5.142584677028845,-1.4200914824942625,1.7799595187094766,-4.0
4,1.5952957539482835,-1.8871455332990514,3.2716132808417573,1.6234447852192693,1.3252311172764653e-17
5,1.1652081901581193,-2.2192546485796996,5.808102294090785,0.8975168563200475,1.4135798584282297e-16
6,1.8356962397239442,3.752839601916035,-1.8744686059481888,1.7274397020964798,1.766974823035287e-17
7,4.9478829722588475,4.647811697815479,6.208823658304459,0.6121118579254272,-1.4135798584282297e-16
8,-5.360837485914035,0.8558678333863305,4.420047888683886,1.8738274587218458,4.0
9,4.783968551594736,-0.9309133880316631,-0.7033732616498032,0.25647908588242885,4.0
10,-0.2633396130143275,-0.36454611257659675,3.9198584815197446,0.2389102577044817,-6.626155586382327e-17
11,-1.929565681662151,0.4234113303591558,4.1401746162480055,1.3587303767518655,4.0
12,5.4598640292651925,0.21376029955689635,3.520326719916314,0.9904569454516476,3.7437779063060144e-16
13,-0.1577736862559389,3.859062210825952,-0.5848012207893536,0.37410001506054513,1.7669748230352872e-16
14,2.838640831853997,1.4871399476686546,0.950268405256856,0.07028824292355251,2.2087185287941088e-16
15,-3.16142589177583,-1.408173270395138,1.1224662929422138,1.2589551664514254,1.3694054878523476e-16
16,-5.035510003434301,0.8092378213155591,6.037694271977463,0.9638901139571245,0.0
17,-1.1590819584920604,4.872235374347165,2.905476308677777,0.9821167138501306,-4.0
18,1.0605119738436688,-5.393780329535226,4.880189612464953,1.8868505749618656,4.0
19,-3.5248767210055294,-1.8828784420170095,2.8434589542107886,1.4710908454945013,-1.1043592643970544e-16
20,2.841349418610644,4.04808271623218,-0.9682497878569443,1.151081566065389,7.067899292141149e-17
21,5.179831955188082,0.49105562821434745,5.418002714922,0.7856934676270353,-3.533949646070574e-17
22,2.919329283788766,6.2571770148314005,-3.6455978503677966,0.721642337632507,0.0
23,-0.8754445410476075,4.956264809133026,4.707751325666399,1.3994924457385758,-4.000000000000001
24,3.0229753356488605,-3.46559533120095,5.517347220981904,1.4746809453669922,-1.7669748230352872e-16
25,0.07632543855515728,0.2954497636721145,-1.9171545014592208,0.5990215370287513,-5.742668174864683e-17
26,-0.5838356401899425,3.4151319347069613,-6.221832649144857,0.03987667967427333,-2.9155084580082237e-16
27,4.857968156839055,4.639172384704445,-1.588746789750621,1.4597362939443292,-4.0
28,-5.1746713766998305,0.6110872191995007,-1.9647635418887814,0.8234797193132708,-4.0
29,4.558344765243538,2.4158615985610616,1.7274474715853358,1.6414381517928411,3.3572521637670453e-16
30,3.19965975510517,-3.9010687375346773,-5.7288367094438755,1.2704737192654518,-2.0320210464905801e-16
31,0.44086453348586385,2.431717220934827,3.0049582629442746,0.055947382663829925,2.5400263081132252e-17
32,2.88746052619123,-5.702426101272296,-4.490194179022238,1.8574389623307528,1.7669748230352872e-16
33,-2.4186047507858506,6.265872099557187,1.4797973071117108,0.17175800800463747,1.5350593775119056e-16
34,-2.134288878936923,1.5677231474299687,-6.173383893732853,0.9708279327497285,-1.4135798584282297e-16
35,-5.973036039606829,-0.22762371317756003,1.902483130476421,0.7807177598399158,-2.6504622345529306e-17
36,5.051793414021645,2.103536014665094,4.51511245205308,1.657660272836095,-4.0
37,-3.706616845488529,-0.14226886250110748,-4.3023787201566615,1.6119942023315246,2.650462234552931e-16
38,-1.543252924240182,-4.927390802912468,2.7726772129600246,1.0124632031947691,-4.0
39,2.636074582819667,3.1381432151691886,-2.6578122447791546,1.351452345912844,2.153500565574256e-17
40,1.57379855421458,-0.47136015297321165,-2.016139795305204,1.2502316777665092,4.0
41,2.2763788746849425,1.7681158296268134,4.325666755351721,0.5321413794479466,-4.000000000000001
42,-4.712059470219902,-3.2392088371904797,5.149363245861586,0.06412750500856235,2.1203697876423444e-16
43,-0.026569238670687056,2.4437069639394213,-4.868909947504754,0.0391585707564841,4.240739575284689e-16
44,-1.8474256870875028,5.645333538056706,-3.727995188430381,1.9617091679232694,4.0
45,3.5625886361053514,0.07733201789653155,-4.290453515465977,0.5229073599777174,7.067899292141149e-17
46,-0.45198071481880664,-5.6359711829335515,-5.573668021848873,1.8416351560748254,4.0
47,2.8955250252830442,1.854527474873736,2.3930635650195793,0.3404477141956366,-2.208718528794109e-17
48,3.1408532562604723,5.267206534404652,-3.349811922453203,0.19369063297423406,-6.212020862233431e-17
49,2.9182506636364796,-0.021343718937056444,6.068703712578365,1.3047751871092956,3.8307461983772827e-17
50,-0.4683607886683063,-1.527339839286241,4.278696763136017,1.3918341642954464,4.0
51,-2.7660667557287324,6.206965618786901,0.9176727834393592,0.3147510656880417,1.8387581752210956e-16
52,0.42685954745613586,1.2240004781022398,4.35170430470402,1.1078199234152815,0.0
53,-5.500701867460179,-5.393978826155824,-0.36243619339449396,0.33137237047948065,4.0
54,2.341545527932407,-5.524102010014666,3.0649157963640956,0.07856589004720482,4.000000000000001
55,1.227826333940694,5.320321805467762,4.219619837859467,1.9862135787706947,4.000000000000001
56,1.1034123677659462,-1.971398139241276,5.4097263553676065,1.579331952148763,-4.0
57,2.9613705183642054,0.9554351628951538,-5.781533451947806,1.840598262044311,5.300924469105861e-17
58,-2.027663221551686,-0.5106431675412679,-1.8748136685151717,0.19760963272335585,-4.0
59,-6.142446520858085,-5.888569692607479,2.2161321347266174,0.11556911727563035,7.067899292141149e-17
60,1.996962136493778,-5.0719138592830015,-4.734012751585741,0.016693190771118527,-4.000000000000001
61,-5.158124850127756,-6.181571557713409,-1.5958358785095008,1.8702183808778576,3.533949646070574e-17
62,-3.443332678952175,-4.197070863575627,1.382057825684761,0.7365124830070722,5.300924469105861e-17
63,3.4081126808729127,-2.7967858989366747,2.613822180248855,0.05975337960981708,2.5759179842061294e-16
64,-3.010699555530308,4.462605006186937,-4.869765674656259,0.9056272966926537,0.0
65,1.268147528798636,-0.8045991855521741,4.221000848732151,0.6591471214570424,-4.000000000000001
66,0.41268842031477426,-1.882277074311375,-6.0164129281849075,1.666312721317053,2.8271597168564594e-16
67,0.5726835372722423,4.22627710550397,3.6928349279812878,1.0679739720416292,4.000000000000001
68,3.514300751933016,4.352118222303227,5.1989873206023915,0.25459656468041336,4.0
69,4.799166721217203,-4.318451057001303,4.554536530670374,1.8918293822263945,4.0
70,1.0494910635087278,-0.5999714641592462,3.421582704830117,0.4033672470643581,-1.3638836915303622e-16
71,-3.37095572552153,-6.197187114679288,1.2327890553318284,1.304192373117778,-8.393130409417613e-17
72,-1.7047584495159187,4.622418832225355,-0.4012426778207363,0.39201481732796717,4.0
73,2.586947626062141,-1.1834841205087647,0.9182471306944544,0.025324694872533193,-2.1203697876423444e-16
74,-4.384688789135208,-4.508082382327267,1.6534672371524675,0.1741811438133576,-4.0
75,-6.188157127903484,3.1371980523277436,5.087968511241252,0.9200854726584722,0.0
76,3.6169916071690373,-1.0560387930726671,-0.9196814256753969,1.0837565025469997,1.4135798584282297e-16
77,0.293964517750803,4.150293304197827,-4.5276615417395725,1.375949346271487,-4.0
78,0.7043305981036649,-4.4326037352432515,-5.828523218432177,1.957276436859991,-4.000000000000001
79,5.9347188961757595,-6.211956605215052,-1.7799515239057433,0.9231099970794439,-6.736591512822032e-17
80,5.804408430668024,-4.742770590216986,-1.6223109490832899,0.4999056348196491,-4.0
81,5.891373309295215,0.11555708227273609,3.588670253632394,1.9023089774548683,-2.1645441582182266e-16
82,-3.4689831891549,-2.5202320116681003,3.587334241506694,0.7593582548261055,-3.754821498949985e-17
83,3.2996527258832113,-4.375903330250835,2.495953328248513,0.08534793836474686,1.159577227616907e-16
84,3.4804558498459475,4.852677615297523,-0.11843499429843263,1.5722574324181555,-1.9436723053388158e-16
85,-2.6342838375448934,4.5980078507875195,-1.6593217278030306,1.2267425562404741,4.0
86,4.789418110538593,-0.9450227133498448,-2.2779660210607444,0.8306922041530815,4.0
87,-2.8413703506687673,-1.3865863129497384,-3.4618139102652887,1.4112593032871392,-8.172258556538202e-17
88,5.162764416058064,2.9728297441899336,-2.0332612147854485,0.9884050348471756,-8.834874115176436e-17
89,-1.8148868055450587,-6.2351564615814565,1.1590646439092094,1.2736344071109547,-8.834874115176436e-17
90,-1.0196021979034882,4.1913493077181965,-3.5895956652637544,0.47803860061494485,4.0
