,th1,th2,th3,gamma,C_plus
0,6.261753200796701,2.675904853682882,1.0967012530396634,1.7007307657159008,-1.4135798584282297e-16
1,-3.5918673484038957,1.14579162769326,-3.453115411831166,1.3516444440541164,-8.834874115176436e-18
2,2.7582240849204815,6.007912133356294,-2.4119817398957917,0.7231772079039793,-8.834874115176436e-17
3,4.7665384929156875,-0.7846895314168467,-0.7865038745380755,1.5832842978413806,7.067899292141149e-17
4,-0.9660420381984158,1.5983380782689904,-4.309880927287235,0.9548695665154019,-4.0
5,3.7030027469741746,-2.101748551239498,-3.1289960061014446,0.8310701150488895,5.233627576431666e-17
6,-1.0882981475641031,2.3303443445642884,6.098328494658221,0.01567582292697911,-1.236882376124701e-16
7,-0.6835026816610439,-0.44461023001882705,5.500967011414323,1.865457548222131,2.1203697876423444e-16
8,-3.9723631710221246,1.4088361705360084,-0.5335213333987205,0.09389758871429166,-2.473764752249402e-16
9,-1.4144386171914416,5.6909512902818715,-5.203907375378519,1.2994722148555777,1.4135798584282297e-16
10,0.998124540474711,-0.9734598376519834,-0.9351947746098483,1.2069738156865528,4.0
11,6.255881263669057,0.3149357055721449,4.3480514126199505,0.11429376216383513,-2.208718528794109e-17
12,-5.065055125079157,-0.03199935870788462,-6.093989658523742,0.37126132579172766,-2.7608981609926363e-18
13,-6.195319683560256,0.9380326802815206,-0.7731875723011088,1.159871842648129,2.1203697876423444e-16
14,-6.193943054047629,-5.310311231424559,5.67264843535493,1.4715835851644612,1.7669748230352872e-16
15,-1.439243286236028,-4.661711107866532,-0.5655343348516926,1.0777331749105619,4.0
16,5.787826805738243,2.8625819975308673,5.952906380267818,0.6672382323435326,-2.8271597168564594e-16
17,-0.14292598946951607,-0.7009510396930336,-2.815955454102431,1.6093008221908893,-7.896168740438939e-17
18,-6.125827526188081,4.249401310958611,-5.346342006432522,0.012190920411876638,1.4135798584282297e-16
19,2.3593441734340246,-5.456684997839467,4.907569127185415,0.1425870048883402,1.236882376124701e-16
20,2.469822849500817,5.407204520002674,-3.552785257775481,1.6712320547730084,-1.5902773407317583e-16
21,-2.556686905976474,6.190618972938005,4.841805212590193,1.801558514069706,-4.417437057588218e-17
22,-5.749208399883334,-2.5952153341945867,-5.627454101595316,1.843331262811478,0.0
23,0.9644963358435312,-3.147583087604211,3.887330941307619,0.12733881466642138,-1.7669748230352872e-16
24,4.6155988789180835,-0.678402772862226,-5.322744738875747,1.8205692315130788,-3.1805546814635167e-16
25,1.6697657629222231,-1.1511703468753174,3.151046718470992,1.725646610852981,-2.650462234552931e-16
26,-3.1433123470667,2.277083382232375,3.4739661119429144,1.0368840241610908,-7.343989108240412e-17
27,-5.389999623299319,-0.026133378554963116,-0.4896756733317469,1.4840258219496656,1.3252311172764654e-16
28,2.25210465031798,-3.8333583267146683,-5.226533897624654,0.6440578235538892,-4.0
29,4.956437840230807,1.1920036678893977,-5.3282880473361764,1.3623799526671339,4.0
30,2.7737410050575946,4.506486017205095,4.334548751928754,0.15715372169634012,-1.0601848938211722e-16
31,-3.297466691171699,4.78322484011697,0.5904884466980338,0.30585717986647243,1.7669748230352872e-16
32,4.236810107272312,4.495837926003334,-4.33510391990788,0.35339806462361856,-4.0
33,-5.205175034693134,4.832217194302219,3.848364292156436,1.7862827804940002,-4.0
34,-4.471236201598478,0.640234789878602,-3.7926852905607955,0.516097992551442,-4.0
